listing_id,high,medium,low
7209493,0.367873378,0.18235373,0.362469361
7044535,0.50716896,0.189422016,0.447673618
7079105,0.887901788,0.060996637,0.068016719
7030523,0.542374709,0.12820781,0.348396085
7224118,0.633271605,0.164709255,0.294146655
7031105,0.581779806,0.225202179,0.348845774
6958478,0.13152082,0.298113537,0.470479651
6971335,0.194284674,0.150942543,0.616989673
7025122,0.737979029,0.103668773,0.108697809
7024693,0.705738335,0.174066939,0.216689736
7033280,0.594602918,0.149291526,0.349101299
7024653,0.775583935,0.082892086,0.068714228
7063390,0.891981606,0.089397961,0.079048737
7031713,0.529548092,0.111482246,0.291828079
7031649,0.579996925,0.169087641,0.21937332
6841489,0.563710073,0.388929318,0.2387793
7065224,0.104047746,0.178842166,0.862021013
7078766,0.101601178,0.096487164,0.837560248
7074401,0.095603214,0.106396081,0.871425554
7066534,0.132392721,0.24570115,0.765110002
7065751,0.355725065,0.203898348,0.360043314
7073743,0.325018565,0.307672936,0.475381648
7074205,0.220730098,0.328951296,0.66528492
7170514,0.868491355,0.149440755,0.042253988
7071792,0.441040402,0.367505429,0.260380901
7064412,0.772105592,0.144901502,0.056516932
6877018,0.780058735,0.140332159,0.054775169
6966857,0.795666461,0.111599323,0.052234046
7226285,0.875005177,0.054411695,0.047583668
7075116,0.818349037,0.125355598,0.146825302
7060623,0.166653549,0.401774327,0.730931346
7075395,0.901213373,0.069385911,0.014436043
7024367,0.220264443,0.11378826,0.702075589
7060619,0.00248098,0.011521988,0.987871696
7079477,0.008977769,0.02797259,0.97567793
7071826,0.006327187,0.011648976,0.984188672
6967008,0.019548498,0.066674376,0.884818807
6942406,0.005473552,0.011464407,0.978135658
7061466,0.011155283,0.028971236,0.963650258
7065334,0.012128634,0.016908155,0.967780064
7025292,0.005344354,0.010444011,0.985412056
7025180,0.004065214,0.016706873,0.981097962
7061094,0.006025247,0.006575395,0.971906795
7031892,0.016025488,0.112831314,0.892332499
7024342,0.042825604,0.104046844,0.860674591
7061235,0.00878143,0.059095042,0.953528002
7160586,0.000987684,0.008821924,0.991316094
7060396,0.003643865,0.043311354,0.96028532
7162303,0.012129043,0.02434693,0.974768655
7071568,0.021232609,0.292063776,0.68675687
7041339,0.018204203,0.009020908,0.969607904
7172720,0.007305278,0.034622708,0.947829944
7173404,0.004618531,0.06519109,0.928434473
7032101,0.035896145,0.292797267,0.584044591
7065942,0.016739497,0.038366775,0.90183223
7066031,0.01584407,0.077013383,0.934924932
7071587,0.028832693,0.183542907,0.81597358
7071857,0.479250962,0.270448459,0.285996913
6967814,0.031461977,0.636199495,0.27974075
6845457,0.008309216,0.017941907,0.982012127
7032704,0.014945134,0.146560792,0.834122837
7026025,0.110954039,0.256771782,0.775869222
7041792,0.073614103,0.786037554,0.222175385
7032305,0.079487798,0.309350063,0.708816428
7024575,0.093212688,0.110916147,0.791345044
7080205,0.638922237,0.180172477,0.126572399
6959373,0.014476242,0.02828612,0.936500972
7079360,0.002921572,0.01548293,0.977573592
6967104,0.004054112,0.02256985,0.978385801
7032508,0.007398539,0.108806897,0.910642092
6882961,0.02206929,0.033522589,0.925991014
7079628,0.004884816,0.02632802,0.980185074
7025863,0.012532892,0.097915868,0.883666336
7024145,0.002509714,0.010692646,0.991085084
7031059,0.004398743,0.079640227,0.916969369
7025169,0.022882442,0.31594803,0.717240625
7025788,0.004454462,0.040304676,0.966697958
7158646,0.022708605,0.041389004,0.92612929
7031985,0.005795668,0.02424729,0.967537943
7060290,0.049092713,0.301281039,0.823382461
6970241,0.087934813,0.283099012,0.596652973
6881938,0.010663973,0.030500257,0.948157689
7200805,0.008672146,0.077414179,0.690402092
7023758,0.08236386,0.192408053,0.69595608
7026102,0.197107615,0.146394913,0.624378289
7066767,0.116104162,0.175329647,0.809085303
7209117,0.013078267,0.038566255,0.911703922
7064739,0.008619009,0.015558893,0.954198998
7075920,0.049668005,0.116349014,0.826989947
7071578,0.387828889,0.075124106,0.319082874
7042594,0.29986428,0.269568665,0.41230178
7072136,0.226602252,0.386746223,0.509020349
6959785,0.273682124,0.156762838,0.54033782
6917770,0.005474888,0.01302454,0.978544208
7030613,0.010838102,0.027440781,0.970093401
7025097,0.001584906,0.006529187,0.99456336
7065198,0.037124186,0.145266145,0.872375737
6959513,0.002400405,0.012357693,0.985002285
7226979,0.002703154,0.008976786,0.98716741
7024451,0.02717761,0.082922035,0.875187751
7072141,0.002405525,0.011838407,0.986396481
7024834,0.011474581,0.061087905,0.943242367
7041995,0.007962828,0.013394594,0.970038229
7066023,0.007108243,0.03273612,0.962258563
6839044,0.00359521,0.012677815,0.986076536
7060824,0.012445238,0.025876198,0.965601189
7047137,0.004627518,0.018389971,0.974482156
7079007,0.00087175,0.004386,0.992455918
7024400,0.005841496,0.011155307,0.983713249
6959851,0.015907222,0.030794434,0.92970387
7039486,0.049222411,0.066318537,0.876601528
7065183,0.002329562,0.009134414,0.986869838
7209107,0.00275741,0.007192319,0.986923597
7041950,0.010596911,0.0386854,0.972565423
6960102,0.023183424,0.072252922,0.865005804
6871096,0.258995151,0.102339527,0.500232102
7002884,0.003514635,0.014690105,0.986725991
7030575,0.116399259,0.032220872,0.84717323
6967744,0.688218476,0.173032525,0.568552144
7043039,0.004931654,0.098169845,0.87782798
7159789,0.105888286,0.167383644,0.65505684
7201690,0.327816489,0.230516055,0.394424482
7065493,0.005115304,0.020077172,0.975032886
7066433,0.016564884,0.056645038,0.677545398
7072236,0.252337478,0.351249112,0.353888224
6970104,0.010727562,0.016639666,0.970296331
6886740,0.063060531,0.325508422,0.373660619
7025271,0.017813154,0.024229291,0.871406492
7066068,0.429862347,0.084047125,0.74076539
6832064,0.001431804,0.017357222,0.986918276
6907698,0.231764758,0.48892223,0.539698514
6832023,0.040432248,0.637802066,0.907012904
6933123,0.046120694,0.238633517,0.502804867
6919919,0.122018573,0.553976217,0.110992554
6907194,0.034271773,0.117228124,0.920357186
6907670,0.354471389,0.361574506,0.534001142
6948009,0.01488944,0.052634154,0.721697803
7140227,0.175814442,0.758208813,0.216331434
6931680,0.069886168,0.307120696,0.3752192
6844498,0.028077944,0.160462638,0.462111972
6826781,0.025910366,0.157499408,0.652191912
6933438,0.079078876,0.349102647,0.487395724
6833848,0.451909528,0.478042141,0.136331534
6825963,0.059183233,0.123128201,0.716476931
6826131,0.046592305,0.049441856,0.923165855
6896589,0.032079257,0.0593253,0.922115246
6948254,0.324308602,0.523575795,0.17595644
6833299,0.107831111,0.079380654,0.805496783
6860119,0.058129069,0.170704559,0.90497223
6895163,0.574808729,0.139546312,0.705784288
6907859,0.283247892,0.167275761,0.844088725
6896310,0.017124623,0.053648421,0.909314736
7210212,0.78863044,0.044228425,0.954096169
6844543,0.001004214,0.008108018,0.996915791
6832190,0.002812001,0.011861962,0.983983315
6868425,0.057656647,0.514964141,0.281839363
6948103,0.113065685,0.125556605,0.686311488
6908363,0.007149851,0.63112254,0.572016687
6931652,0.002754508,0.010627517,0.988591641
6868853,0.009438102,0.032051771,0.694575836
6832808,0.014304314,0.108095822,0.676185794
7232597,0.0469562,0.159304972,0.713691592
6832176,0.042001306,0.076598659,0.647693235
6937027,0.132603774,0.661703897,0.858782528
6907296,0.346537322,0.11290971,0.905522134
6895158,0.059475542,0.082909059,0.765127768
6831404,0.018314516,0.19787982,0.723662036
6867554,0.001135753,0.006845205,0.993243111
6831967,0.046708324,0.195620675,0.659302759
6826148,0.034118708,0.627241685,0.297741541
6888013,0.0223201,0.085245826,0.882603033
6833315,0.011582548,0.084487544,0.93217
6826529,0.059993376,0.108390877,0.835761568
6907783,0.128284545,0.159163888,0.655863147
6895933,0.015263093,0.045841973,0.933569159
6948144,0.335367117,0.120135599,0.555675465
6895983,0.009317921,0.044199028,0.945900707
6932405,0.102288569,0.070065963,0.74120506
6908385,0.19966175,0.2880877,0.269291198
6932321,0.058644332,0.010734705,0.963934876
6826058,0.041749466,0.496732582,0.232826189
6823682,0.027047067,0.041854625,0.930419426
6867706,0.054783571,0.360239013,0.291244191
6907760,0.067805805,0.119482554,0.543722171
6907598,0.103199746,0.051877089,0.867642655
6896212,0.052065752,0.260016131,0.722641509
6907823,0.021875945,0.023356371,0.928071735
6868353,0.02645634,0.208945821,0.701063598
6895229,0.004895487,0.022765097,0.942259544
6840207,0.020291255,0.00721468,0.972949262
6908429,0.017127205,0.036718302,0.940655545
7201479,0.109771309,0.125456175,0.770461214
6889866,0.214718468,0.041725777,0.898834638
6873012,0.058914749,0.059832968,0.816492176
6896087,0.068356894,0.281772802,0.331464946
6902022,0.010117148,0.323667272,0.273469566
6873626,0.049966596,0.04304009,0.878400948
6839782,0.061289217,0.258616022,0.513972748
6927582,0.021557155,0.040467199,0.812310882
6832106,0.281468832,0.01311598,0.978155665
6927520,0.828434781,0.03211629,0.695683223
6832511,0.016845388,0.040710648,0.927295809
6826695,0.013798965,0.056562136,0.916909061
7013999,0.078198269,0.05948449,0.82875979
6875995,0.035852726,0.229036858,0.571405963
6895423,0.01684475,0.086658574,0.776306548
7174304,0.04035595,0.066409185,0.916265297
7196924,0.005909418,0.037558314,0.975519607
7212583,0.032337679,0.017801538,0.956782915
7186411,0.026004709,0.029936421,0.932487992
7166027,0.080208321,0.2257978,0.490968018
7227996,0.011923435,0.016976037,0.935347113
7202466,0.069375944,0.38678552,0.521937488
7228435,0.001380239,0.002150841,0.993487814
7228441,0.015507523,0.135413147,0.744360914
6812487,0.00573407,0.039489576,0.932702894
7213018,0.018693192,0.008064511,0.971712281
7196440,0.004696672,0.011160478,0.986155887
7228330,0.013090291,0.062103752,0.910600263
7166063,0.009914621,0.131120473,0.856320993
7212484,0.075639318,0.333270818,0.743109437
7196994,0.272242734,0.198020348,0.358749056
7166110,0.006405373,0.037677356,0.96255762
7213035,0.7699675,0.142165032,0.238526269
7227948,0.030435883,0.031883587,0.893350534
6933565,0.695972558,0.201326501,0.537123062
6868182,0.06141633,0.268966775,0.400922204
6895698,0.031377654,0.117993483,0.797241261
6896558,0.458344654,0.311831525,0.217731738
6844735,0.026190424,0.257043315,0.477159687
6896764,0.200327684,0.091869978,0.761979619
6854703,0.105875045,0.520101419,0.723599186
6839439,0.041964595,0.35596992,0.464034978
6895216,0.049926448,0.08294942,0.841273897
6932633,0.214419466,0.271918087,0.520258135
6855583,0.38132243,0.036618991,0.817296118
6844821,0.280858789,0.201578688,0.843514339
6946922,0.001153456,0.011953897,0.991891486
6932741,0.063694562,0.129068549,0.712549777
6931924,0.017457314,0.029747781,0.922137176
6855732,0.029305915,0.246706588,0.563616903
6895007,0.009934578,0.004698031,0.97118422
6854787,0.060684537,0.199259772,0.586177575
6855496,0.00767036,0.029497144,0.937703761
6895311,0.027592962,0.011223833,0.845293747
7091883,0.065840509,0.461403314,0.629091161
6931930,0.240734744,0.248745429,0.336456959
6894956,0.026283715,0.037709846,0.957173389
6853142,0.003858014,0.033434439,0.947040571
6854628,0.001281924,0.006054379,0.991809468
7093614,0.031033687,0.097290266,0.929342164
6895766,0.090534823,0.059573701,0.828447076
6931751,0.045671499,0.094440731,0.868759044
6931815,0.009830008,0.106600664,0.878209956
6839282,0.007255199,0.09365732,0.773245159
6895426,0.00372145,0.017588025,0.984249491
6896331,0.141782157,0.085327398,0.809925436
6896007,0.001208312,0.004635246,0.993502359
6855034,0.355944273,0.109472392,0.723878159
6886576,0.187059257,0.196788967,0.670138393
6855432,0.04343661,0.062457016,0.87427583
6895030,0.024615873,0.049191401,0.798777688
6895193,0.011935927,0.009717894,0.973926068
6895483,0.095706619,0.037754579,0.861567529
6933118,0.06609118,0.193580112,0.646242888
6895600,0.029570605,0.163079674,0.673287173
6932724,0.222629265,0.185748997,0.179786618
6867529,0.010419818,0.018375474,0.96742486
7091829,0.028097891,0.023943733,0.902366733
6854939,0.021236806,0.028588936,0.953135181
6900717,0.063171675,0.118019484,0.467276236
6839509,0.007805654,0.011165641,0.985297466
6932061,0.042232801,0.020504846,0.937407652
6873569,0.0019192,0.004634821,0.998690925
6933615,0.009001814,0.020236831,0.953253009
6855140,0.022593966,0.036068802,0.900956326
6855451,0.006541584,0.043312422,0.959057943
6839938,0.029664874,0.117403276,0.878804345
6839459,0.06333254,0.128424177,0.652294383
6896203,0.023741462,0.28441793,0.747234784
6933120,0.040482141,0.068122609,0.842556175
6925044,0.018571509,0.021262985,0.813835498
6896155,0.082543594,0.357421126,0.750242272
6933069,0.021470316,0.011524102,0.952469493
6895632,0.076170382,0.52989186,0.060558
6854679,0.020808907,0.060467336,0.884956951
6839985,0.018596498,0.098025573,0.789568049
6855661,0.00493241,0.053421084,0.941529271
6896291,0.022358459,0.009863764,0.949440809
6855297,0.043421082,0.277426687,0.366897513
6856046,0.032876143,0.146235736,0.841532573
6839257,0.209530463,0.333075602,0.368389603
6877537,0.125538672,0.083975205,0.74053709
6895612,0.035237424,0.129142672,0.840095363
6932466,0.000802283,0.007893353,0.993788714
6895521,0.006619018,0.007538241,0.975626844
6895115,0.280858789,0.201578688,0.843514339
6931791,0.081581819,0.077007596,0.879916022
6894943,0.015416341,0.052688081,0.865283941
7093530,0.004462134,0.023114819,0.936117719
7092168,0.044401409,0.185517285,0.640780606
7093482,0.064217085,0.018195701,0.947918311
7091599,0.015867401,0.040252052,0.862895942
6910877,0.437240258,0.120327609,0.76029139
7092647,0.004755278,0.018619535,0.934825412
7093010,0.10910754,0.226485586,0.11689945
7091471,0.02214309,0.117263087,0.779200045
7091689,0.015867401,0.040252052,0.862895942
7092375,0.032885148,0.096298147,0.814966914
7093749,0.106094004,0.111509027,0.642098381
7092957,0.682828864,0.186885488,0.240264441
7092105,0.008137464,0.018484664,0.981592917
7092404,0.053838205,0.233288813,0.495258726
7092682,0.008172527,0.040872786,0.967632296
6960199,0.163411166,0.195107465,0.375421341
6946536,0.017501346,0.067325852,0.871544261
7093173,0.001459875,0.008204629,0.992478048
7091481,0.096096104,0.171102766,0.467721136
7091246,0.014713211,0.064601638,0.802933128
7091831,0.032214551,0.54132252,0.154222061
7093299,0.040691062,0.070857098,0.894273683
7093799,0.192767903,0.243703638,0.575526666
7093763,0.083225911,0.467108214,0.542144485
7091463,0.001616868,0.054402064,0.928510807
7091435,0.238222745,0.169185337,0.01458131
7092671,0.036275083,0.096883941,0.85837564
6947391,0.098982705,0.119409362,0.5869817
6952745,0.014039669,0.021842169,0.944635176
6953092,0.022540371,0.023871843,0.897775579
6985109,0.071292954,0.118761118,0.626616384
6985170,0.00528618,0.013604299,0.985394855
7012604,0.027444692,0.018583694,0.945520859
7012322,0.003977675,0.013282661,0.987162979
7092516,0.007133406,0.056986753,0.814560762
7012401,0.018291767,0.050277311,0.917833903
7012739,0.052757699,0.29726397,0.569675457
7012082,0.001311394,0.009449823,0.988112741
6898018,0.236774798,0.30633764,0.026181997
7010978,0.086664481,0.217553235,0.423842779
7010253,0.001217476,0.009549996,0.992250382
7010674,0.112548352,0.218092723,0.34267669
7010091,0.023396885,0.032491676,0.893741009
6985190,0.091146395,0.292643903,0.319249194
6986461,0.027336581,0.044431449,0.902239506
6953374,0.011346026,0.025153851,0.96294344
6985721,0.024072594,0.080590158,0.88835214
6985234,0.329958428,0.200053851,0.386209297
7011139,0.023229193,0.053683878,0.803065468
6857809,0.009521983,0.014028831,0.957727031
7012119,0.007055468,0.061139918,0.761962433
6986539,0.042977952,0.029150585,0.950497627
7009975,0.022765957,0.057597224,0.966442045
7012625,0.00127548,0.00681875,0.98654924
6985948,0.00802245,0.037927544,0.935225927
7012344,0.126954194,0.060023038,0.545937321
6986537,0.010625734,0.069234852,0.823822868
7011726,0.02415075,0.064086783,0.897362172
7011737,0.045382704,0.102523508,0.540997375
7011926,0.052655547,0.008422155,0.948881889
6856590,0.367106544,0.242752427,0.341895684
7012530,0.047734174,0.115010728,0.80258576
7010945,0.016636263,0.095959308,0.855547503
6953496,0.355653274,0.077189709,0.811095287
7012076,0.088414634,0.128430472,0.650002917
7011669,0.361640265,0.48154145,0.196871792
6952988,0.005155082,0.021844657,0.948848493
7010703,0.802408797,0.231157886,0.234756411
7011320,0.027322283,0.048891176,0.92308387
7092649,0.049394994,0.26364404,0.293213749
6953424,0.016724707,0.041071586,0.857589182
7205145,0.380808195,0.060902968,0.7192292
7012032,0.034547508,0.141542908,0.62966989
6985291,0.009976642,0.454379766,0.34768086
7012953,0.820808383,0.293316423,0.095430946
6985658,0.299641209,0.368119186,0.019216632
7012251,0.015910769,0.040317471,0.862895942
7012035,0.098431225,0.300590297,0.369482406
7091685,0.003785339,0.03039681,0.95861187
6952939,0.059102752,0.19149479,0.37442969
6953123,0.002021964,0.013330605,0.985744571
7011572,0.004895666,0.028680898,0.966172211
6851603,0.119440659,0.072726581,0.84417415
6984798,0.009950269,0.075151553,0.7413371
7010661,0.039346867,0.021831711,0.899327011
6953004,0.010759512,0.170760041,0.490725817
6986436,0.024388715,0.017628209,0.944042877
7012714,0.018993814,0.066618987,0.886163029
6985188,0.006647987,0.069148133,0.732217008
6952480,0.079773742,0.167694255,0.596086697
7012071,0.012367681,0.081846676,0.783956047
7011661,0.018169539,0.081348199,0.856800898
7010467,0.277056945,0.549864511,0.129811183
6921090,0.016218834,0.019429029,0.923614146
7012840,0.026763427,0.01065274,0.966920956
7011499,0.149751787,0.365694568,0.177331837
6953261,0.028837044,0.495073865,0.387140478
6953129,0.002392196,0.020116607,0.966140149
7012504,0.094794375,0.071490277,0.665666764
7011640,0.066311524,0.330012387,0.41140041
6953327,0.461365991,0.102966086,0.764265559
6952943,0.589685097,0.430736758,0.059953873
7010936,0.007678853,0.044613434,0.940668795
6953119,0.016561236,0.024299816,0.967477914
6938003,0.021502897,0.019614167,0.968633637
7010932,0.043338154,0.085767286,0.722905904
7010527,0.012120877,0.028084557,0.942414874
7010472,0.032100785,0.074564049,0.877444398
6953256,0.036341915,0.043556884,0.890420188
7011333,0.024759357,0.352788093,0.482546054
7011744,0.695621994,0.225711881,0.500920321
7012068,0.011954782,0.052670942,0.884157344
7010762,0.11213531,0.171495698,0.902556421
6985358,0.111823193,0.55684684,0.081972244
7010946,0.063062813,0.115502284,0.585930084
6934514,0.021157962,0.037186669,0.876344329
6985118,0.024215878,0.032560944,0.911305246
6984951,0.026626663,0.277728971,0.767728561
6953591,0.027635387,0.254504875,0.764579007
6986010,0.013714533,0.017329525,0.948940758
6986249,0.077494438,0.265758703,0.83503573
7010486,0.349358672,0.238759678,0.785953927
7093217,0.056396274,0.304989855,0.466699878
6953398,0.538673179,0.089038171,0.95001171
6952502,0.012794659,0.040594399,0.907331172
6985986,0.020265429,0.104589375,0.784150278
6958994,0.139359657,0.084819574,0.890074374
6946728,0.232238045,0.762033482,0.2194472
7012042,0.189427087,0.612107809,0.261083847
6985555,0.25091296,0.426977019,0.570451789
7093036,0.074771273,0.205181764,0.415283871
6931752,0.089679982,0.500806675,0.219964638
6932376,0.177513324,0.176284099,0.57857693
6895715,0.047825839,0.252826248,0.358099677
6895848,0.025640338,0.015689098,0.942445808
6895903,0.583489543,0.090476463,0.714422979
6839816,0.002425587,0.021433266,0.989749413
6845277,0.029539586,0.140937274,0.939601148
6829771,0.052416743,0.154928462,0.487777609
6839702,0.108400114,0.182640167,0.51452146
6932055,0.451238641,0.166410151,0.690075316
6932009,0.011728897,0.091608932,0.698807643
6855449,0.029276362,0.128660878,0.92501204
6895224,0.066396521,0.365970777,0.349874269
6932420,0.0063931,0.022649833,0.969160093
6932773,0.055862656,0.239482079,0.53071246
6932870,0.321048269,0.267173401,0.433244562
6855750,0.043338154,0.085767286,0.722905904
6896428,0.139328449,0.157583517,0.524159352
6906590,0.179207006,0.154123295,0.622382662
6933260,0.11283327,0.377798388,0.310006171
6845334,0.00871178,0.03631907,0.924567685
6895403,0.058143377,0.275532741,0.392828609
6933168,0.059030891,0.372481953,0.430249696
6896406,0.066119062,0.060590945,0.874618384
7093854,0.031981029,0.086129586,0.798028367
6895304,0.007130443,0.029778985,0.871195647
6845226,0.094576312,0.463651556,0.462975634
6932042,0.010221455,0.504878806,0.36962008
6931801,0.926703847,0.388567905,0.099639936
7144447,0.023480898,0.192952149,0.666411192
6844334,0.615734271,0.099403613,0.68398416
6931579,0.066225737,0.058479329,0.798403817
6895529,0.136162884,0.26843793,0.843851144
6855077,0.174482741,0.146242274,0.570528445
6933052,0.003197571,0.011318545,0.946208285
6844819,0.010195714,0.007346321,0.985328317
6896777,0.061971473,0.130107264,0.720746083
6895272,0.390252454,0.49967731,0.209800088
6932967,0.037059653,0.030689927,0.735723072
6894994,0.15855211,0.536672715,0.368880675
6883243,0.038158295,0.204809336,0.699744284
6895150,0.001226667,0.007210411,0.993206573
6839634,0.092803963,0.350548306,0.244263228
6888511,0.060250689,0.024765662,0.950440392
6888375,0.033522443,0.174360172,0.506824183
6909432,0.017455372,0.045262233,0.929891358
6909133,0.005941419,0.023202718,0.981725773
7219882,0.02071536,0.031690987,0.851205795
6914600,0.023845543,0.052855974,0.888809397
6888379,0.167609259,0.050790727,0.853745883
6917490,0.003885211,0.038573932,0.945094009
6845792,0.062306518,0.041550121,0.910998537
7228451,0.028175608,0.350418544,0.49272048
7222718,0.009236909,0.234607094,0.566212188
7165857,0.001507407,0.010734373,0.986878554
7227993,0.051934099,0.111945998,0.767437059
7161185,0.058645003,0.233288132,0.490922738
7212039,0.166618303,0.068335946,0.90308321
6987384,0.016332276,0.187461336,0.365264796
7051297,0.056403357,0.153417291,0.718235464
6992789,0.009824381,0.164737289,0.686423187
7045659,0.030435195,0.030269961,0.898320825
6860349,0.259093522,0.239957706,0.479909959
7004169,0.010998802,0.085862182,0.69806493
7004252,0.069331857,0.280520955,0.537538257
7018003,0.071507622,0.282440071,0.517211857
6987484,0.046730082,0.15352545,0.510817303
7004267,0.021829505,0.305985079,0.365004061
6987398,0.271529483,0.427164069,0.34029913
7009549,0.004302608,0.024451433,0.962294889
6977265,0.027542059,0.014266392,0.925488028
7077199,0.085547197,0.06082498,0.846346526
